Station;RoundingTrips
Drummond / Sherbrooke;0
du Mont-Royal / Laurendeau;0
Du Quesne / Pierre-de-Coubertin;0
du Rosaire / St-Hubert;0
Duchesneau / de Marseille;0
Duchesneau / Marseille;0
Duluth / de l'Esplanade;0
Duluth / St-Denis;0
Duluth /St-Denis;0
Dumesnil / Bélanger;0
Durocher / Beaumont;0
Durocher / Sherbrooke;0
Durocher / Van Horne;0
Dézéry / Ontario;0
Everett / 8e avenue;0
Everett / Garnier;0
Fleury / de St-Firmin;0
Fleury / Lajeunesse;0
Francis / Fleury;0
Fullum / Gilford;0
Fullum / Sherbrooke;0
Garnier / du Mont-Royal;0
Garnier / St-Joseph;0
Gauthier / de Lorimier;0
Gauthier / Papineau;0
Gauthier / Parthenais;0
Gerry-Boulet / St-Grégoire;0
Gilford / des Érables;0
Grenet / Poirier;0
Grey / Sherbrooke;0
Hamel / Sauvé;0
Hutchison / Beaumont;0
Hutchison / Prince-Arthur;0
Hutchison / Sherbrooke;0
Hutchison / Van Horne;0
Hélène-Baillargeon / St-Denis;0
Hôpital Sacré-Coeur (Forbes);0
Jacques-Casault / Christophe-Colomb;0
Jeanne-d'Arc / Ontario;0
Jogues / Allard;0
La Tour de Montréal (Pierre-de-Coubertin / Bennett);0
Labelle / Ste-Catherine;0
Lajeunesse / Jarry;0
Lajeunesse / Villeray;0
Langelier / Marie-Victorin;0
Lapierre / Serge;0
LaSalle / 90e avenue;0
Laurier / de Bordeaux;0
Laurier / de Brébeuf;0
Laval / Duluth;0
Laval / Rachel;0
Leman / de Chateaubriand;0
Lespérance / de Rouen;0
Letourneux / Ste-Catherine;0
Logan / Fullum;0
Louis-Hébert / Beaubien;0
Louisbourg / O'brien;0
Maguire / Saint-Dominique;0
Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi);0
Mansfield / Cathcart;0
Marché Jean-Talon (Casgrain / Shamrock);0
Marquette / du Mont-Royal;0
Marquette / Gilford;0
Marquette / Laurier;0
McLynn / Plamondon;0
Messier / du Mont-Royal;0
Metcalfe / du Square-Dorchester;0
Michelet / Jean-Talon;0
Monk / Biencourt;0
Monk / de Biencourt;0
Mozart / Casgrain;0
Métro Acadie (de l'Acadie / Beaumont);0
Métro Angrignon (Lamont /  des Trinitaires);0
Métro Assomption (Chauveau / de l'Assomption);0
Métro Beaudry (Montcalm / de Maisonneuve);0
Métro Cadillac (de Cadillac / Sherbrooke);0
Métro Charlevoix (Centre / Charlevoix);0
Métro Crémazie (Crémazie / Lajeunesse);0
Métro de l'Église (Ross / de l'Église);0
Métro Guy-Concordia (Guy / St-Catherine);0
Métro Henri-Bourassa (Henri-Bourassa / Millen);0
Métro Joliette  (Joliette / Hochelaga);0
Métro Lasalle (de Rushbrooke / Caisse);0
Métro Laurier (Bibaud / Rivard);0
Métro Lionel-Groulx (Saint-Jacques/ Atwater);0
Métro Lionel-Groulx (St-Jacques / Atwater);0
Métro Lionel-Groulx (Walker / Saint-Jacques);0
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle);0
Métro Monk (Allard / Beaulieu);0
Métro Pie-IX (Pierre-de-Coubertin / de la Salle);0
Métro Plamondon (de Kent / Victoria);0
Métro Préfontaine (Moreau / Hochelaga);0
Métro Sauvé (Berri / Sauvé);0
Métro Snowdon (Dornal / Westbury);0
Métro Verdun (Willibrord / de Verdun);0
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy);0
Natatorium (LaSalle / Rolland);0
Nicolet / Sherbrooke;0
Northcliffe / Notre-Dame-de-Grâce;0
Notre-Dame / Jean-d'Estrées;0
Notre-Dame / Murray;0
Notre-Dame-de-Grâce / Westmount;0
O'Brien / Poirier;0
Ontario / Sicard;0
Ontario / Viau;0
Papineau / Émile-Journault;0
Parc Baldwin (Fullum / Sherbrooke);0
Parc Beaubien (Stuart / St-Viateur);0
Parc Beaulac (rue Élizabeth);0
Parc Chamberland (Dorais / de l'Église);0
Parc Champdoré (Champdoré / de Lille);0
Parc de Bullion (de Bullion / Prince-Arthur);0
Parc de l'Hôtel-de-Ville (Laurendeau / Ste-Julie);0
Parc de Montréal-Est (Notre-Dame Est / David);0
Parc Delorme (Malouin / Laferté);0
Parc des Hirondelles (Fleury / André-Jobin);0
Parc Dixie (54e avenue / Dixie);0
Parc du Bois-Franc (de l'Équateur / des Andes);0
Parc du Pélican (1ère avenue / Masson);0
Parc Georges St-Pierre (Upper Lachine / Oxford);0
Parc Grovehill (St-Antoine / Ivan-Franko);0
Parc Henri-Dunant (Léger / Henri-Dunant);0
Parc Howard (de l'Épée / de Liège);0
Parc Hébert ( Provencher / Buies);0
Parc Ivan-Franko (33e avenue / Victoria);0
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal);0
Parc Jeanne-Mance (du Mont-Royal / du Parc);0
Parc Kirkland (des Érables / Boyer);0
Parc Lalancette (de Rouen/ Valois);0
Parc Langelier - Marie-Victorin;0
Parc LaSalle (10e avenue / Victoria);0
Parc Loyola (Somerled / Doherty);0
Parc Ludger-Duvernay (St-André / St-Hubert);0
Parc Luigi-Pirandello (de Bretagne / Jean-Rivard);0
Parc MacDonald (Clanranald / Isabella);0
Parc Maisonneuve (Viau / Sherbrooke);0
Parc Marlborough (Beauzèle / Robichaud);0
Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési);0
Parc Noel-Nord (Toupin / Keller);0
Parc Ottawa (de Belleville / Fleury);0
Parc Outremont (Bloomfield / St-Viateur);0
Parc Painter (Marcotte / Quenneville);0
Parc Pratt (Dunlop / Van Horne);0
Parc Père-Marquette (de Lanaudière / de Bellechasse);0
Parc Reine-Élizabeth (Penniston / Crawford);0
Parc riverain de Lachine (des Iroquois);0
Parc Saint-Laurent (Dutrisac);0
Parc St-Laurent (Salk / Thomas-Chapais);0
Parc St-Paul (Le Caron / Marc-Sauvalle);0
Parc St-Paul (Marc-Sauvalle / Le Caron);0
Parc Stoney-Point (St-Joseph / 47e avenue);0
Parc Summerlea (53e avenue / St-Joseph);0
Parc Turin (Chambord / Jean-Talon);0
Parc Wilfrid-Bastien (Lacordaire / des Galets);0
Park Row O / Sherbrooke;0
Parthenais / du Mont-Royal;0
Peel / Ottawa;0
Pierre-de-Coubertin / Langelier;0
Place du Canada ( Peel / de la Gauchetière);0
Regina / de Verdun;0
René- Lévesque /Papineau;0
Rivard / Rachel;0
Robert Bourassa / Sainte-Catherine;0
Robert-Bourassa / de Maisonneuve;0
Robert-Bourassa / Ste-Catherine;0
Robin / de la Visitation;0
Ropery / Grand Trunk;0
Rose-de-Lima / Workman;0
Rousselot / Jarry;0
Roy / St-André;0
Roy / St-Laurent;0
Sabrevois / des Récollets;0
Sainte-Catherine / Guy;0
Sanguinet / Sainte-Catherine;0
St-Ambroise / Louis-Cyr;0
St-André / Robin;0
St-André / St-Antoine;0
St-Antoine / de la Montagne;0
St-Charles / Labonté;0
St-Christophe / Cherrier;0
St-Cuthbert / St-Urbain;0
St-Dominique / Napoléon;0
St-Germain / Hochelaga;0
St-Hubert /de Maisonneuve;0
St-Joseph / 21e avenue Lachine;0
St-Joseph / 34e avenue Lachine;0
St-Joseph / 8e avenue Lachine;0
St-Joseph /21e avenue Lachine;0
St-Patrick / Briand;0
Ste-Catherine / Dezery;0
Ste-Catherine / Parthenais;0
Ste-Émilie / St-Rémi;0
Terminus Le Carrefour (Terry-Fox / Le Carr);0
Terminus Le Carrefour (Terry-Fox / Le Carrefour);0
Tolhurst / Fleury;0
U. Concordia - Campus Loyola (Sherbrooke / West Broadway);0
Union / René-Lévesque;0
University / des Pins;0
Valois / Ontario;0
Valois / Ste-Catherine;0
Villeneuve / St-Laurent;0
Villeneuve / St-Urbain;0
Wellington / 2e avenue;0
Wellington / Gordon;0
Wolfe / Ste-Catherine;0
Émile-Journault / de Chateaubriand;0
